id,loss
1751,5870.507
1760,2459.797
1763,4140.5293
1770,1672.5718
1777,2041.8433
1785,4516.1313
1791,1279.9481
1794,3839.0977
1800,1407.8651
1816,1244.8917
1817,1294.85
1821,2977.577
1836,1374.9458
1838,1669.3528
1851,1999.9478
1852,2905.0225
1854,2516.281
1856,954.3774
1865,770.8041
1872,1121.7417
1878,829.40485
1880,982.4814
1881,1347.3313
1882,1963.4099
1886,894.5714
1892,1579.7256
1894,2116.9578
1898,2352.5422
1899,2912.579
1902,1171.1909
1903,4417.6533
1906,1333.7863
1910,2358.5164
1911,1751.1986
1914,3265.5972
1929,3367.0132
1932,1470.6278
1952,1078.2783
1959,1206.9875
1960,1295.5269
1976,3467.7932
1980,2884.3032
1981,1723.2646
1987,1988.036
1994,1428.7551
2000,1092.7683
2008,2244.2998
2011,2200.977
2012,5111.667
2019,1779.4597
2022,3342.6753
2024,7636.807
2028,969.0702
2030,3601.3018
2031,7069.705
2047,1843.8646
2049,742.2226
2050,1578.3771
2051,4104.008
2056,1734.2861
2057,1198.2881
2059,2196.5317
2069,3505.9277
2085,2193.118
2089,1019.82495
2090,1464.7434
2101,2543.7046
2114,2449.8767
2115,1393.0969
2118,1203.4756
2119,2243.4
2125,1505.5889
2128,3036.4695
2129,1480.0221
2132,1659.1688
2133,2346.677
2135,895.57056
2136,1835.8425
2143,1251.5078
2144,1111.2988
2145,2970.1719
2152,2274.6204
2160,2875.6763
2166,1543.7974
2169,1133.9464
2170,1924.7833
2172,1641.8458
2181,1911.2457
2183,1737.7488
2185,3228.6262
2188,2298.951
2189,2289.2795
2194,4602.9033
2202,1411.8921
2208,2835.1526
2227,1981.0656
2230,5296.161
2235,2062.4226
2236,1595.3925
2244,7303.275
2248,1440.1917
2252,1482.0441
2254,1625.6685
2260,5254.37
2263,1813.2252
2274,1432.5925
2277,1105.5552
2279,6063.156
2280,12969.8125
2283,2818.6414
2284,789.49567
2288,3549.2173
2292,1889.1573
2295,5379.148
2296,1231.8854
2299,2388.9285
2315,4498.233
2318,1335.4974
2329,10834.948
2337,1350.2789
2340,1140.6422
2342,1592.2385
2347,2812.9685
2349,4443.3135
2354,1326.8724
2361,2341.7463
2370,1467.0928
2378,2937.205
2382,3937.7402
2387,1387.5076
2389,1814.2675
2394,1444.1287
2396,1702.76
2400,2642.5293
2407,2643.627
2414,1140.6416
2415,1853.7277
2421,2070.3438
2427,1648.0557
2428,2308.202
2430,2691.9194
2435,2146.0
2445,5002.5835
2446,1589.5599
2447,1399.815
2449,1908.6957
2451,1731.1226
2458,14532.207
2462,9486.384
2463,2759.5515
2467,2401.95
2471,5996.251
2475,2603.8804
2478,3230.0215
2483,4218.849
2485,1149.3236
2487,1126.0231
2494,763.3035
2497,1674.8328
2499,1322.6041
2503,1812.9244
2513,3164.4463
2515,1857.6113
2522,1441.9529
2523,1517.9379
2528,2726.7815
2532,4933.205
2536,1098.9563
2538,1690.4874
2539,1010.6296
2540,2699.9539
2545,5588.753
2548,1095.9197
2549,993.40393
2553,2172.6045
2563,1424.0538
2566,2295.472
2574,1413.4684
2575,2468.5627
2584,2491.1885
2588,2510.2124
2589,1020.651
2592,1792.7382
2596,1373.5316
2598,1575.4589
2602,938.02106
2603,1551.9088
2607,2185.9639
2609,1557.5475
2611,5440.9575
2627,1591.2329
2628,1871.1722
2630,2911.6238
2633,2128.9385
2636,7554.619
2640,904.9623
2641,1148.6049
2657,4409.4375
2659,950.3969
2662,1182.7244
2663,1640.5443
2667,2255.3054
2670,903.9803
2682,2174.212
2694,3376.8179
2699,6104.4136
2700,2901.2212
2703,5449.6245
2708,1994.1465
2714,956.7217
2725,851.57776
2726,1167.8387
2727,1336.0063
2732,2191.5476
2733,6089.1274
2736,5134.6304
2745,2289.9937
2760,1225.6652
2764,1870.7003
2765,6189.72
2766,697.3191
2775,1784.541
2783,1752.3079
2784,1209.3253
2786,2300.8372
2801,1206.4219
2803,1511.1097
2813,5549.911
2815,6829.731
2816,1761.8835
2818,2779.5535
2819,2837.8997
2822,1209.9349
2825,1820.8733
2826,1681.8264
2830,1824.6464
2834,1329.9978
2835,4537.4014
2856,2218.777
2873,5774.1875
2886,4841.0327
2892,2294.394
2896,975.3583
2897,1231.1443
2899,2268.4724
2901,1145.7871
2909,4844.824
2914,2802.8877
2915,1127.5469
2916,2307.7727
2919,918.8203
2926,2461.8096
2927,1960.1293
2933,1593.5852
2934,3056.5747
2941,1886.7627
2942,1734.0562
2946,2588.206
2949,1589.9329
2952,1986.6155
2957,8401.1045
2962,1863.632
2963,1001.2908
2965,1887.6095
2966,6064.8965
2971,2420.8303
2975,763.51904
2979,1065.3502
2985,9167.35
2995,2141.241
2996,1294.1567
3001,3671.932
3007,2270.352
3008,973.49927
3014,3533.9575
3017,11892.783
3021,1255.0553
3025,2320.272
3026,968.3759
3034,2362.43
3035,2377.3489
3044,2959.8142
3046,2727.6345
3047,5074.999
3057,3449.7964
3059,5516.714
3063,4298.237
3065,1384.6913
3067,2753.1743
3069,1469.8776
3076,3243.616
3086,1205.9261
3088,2151.736
3090,1672.898
3096,2702.039
3100,1151.2751
3102,2014.0195
3103,2024.9471
3107,1133.6787
3118,1269.0614
3120,4703.72
3123,2065.775
3128,1186.1921
3132,1613.7675
3140,1401.2294
3152,2586.4678
3165,2776.5916
3183,1604.4963
3190,1062.5963
3197,1803.7455
3201,1305.5128
3203,1774.0325
3214,2670.2896
3219,2033.8373
3220,1377.8868
3221,3690.9292
3229,1596.0537
3234,1098.4355
3235,3696.8723
3240,1874.5828
3241,1436.7552
3249,1871.9701
3254,1008.1657
3264,3283.9922
3266,1942.4528
3270,972.0636
3282,1608.4497
3285,1559.6678
3289,1229.1815
3291,1590.9833
3295,2016.2651
3299,932.84827
3302,1454.4165
3303,6507.913
3308,3371.0327
3309,3537.0461
3324,2325.967
3327,4909.0166
3330,4089.244
3335,1193.3809
3339,2055.953
3340,2483.7598
3343,1399.7603
3350,2842.6494
3353,1576.3118
3356,8677.668
3361,2829.846
3368,984.1839
3376,1491.0768
3381,1112.2435
3383,2558.9846
3397,2530.7834
3403,2182.3313
3405,1650.7565
3410,1475.8333
3412,2420.1724
3416,2780.764
3417,1553.0088
3423,2866.7266
3427,6245.69
3435,3098.5
3439,1227.4689
3441,2197.0398
3450,1331.7869
3453,1180.5123
3454,1296.1757
3458,8493.149
3459,1643.3379
3467,3398.0942
3469,5092.977
3477,873.5442
3478,8148.7983
3482,1004.98926
3484,5043.199
3506,2201.055
3515,6567.9062
3522,2958.1055
3523,1414.4851
3526,1239.1134
3532,1476.1127
3534,1860.5979
3537,1238.6863
3539,1031.293
3542,4952.768
3545,1173.2501
3552,1578.8167
3554,1411.2358
3573,1981.2262
3576,1215.1989
3577,2789.4878
3580,1450.3485
3583,1127.8351
3584,1535.8829
3609,1162.3958
3613,4902.948
3623,2031.6448
3624,3316.5042
3638,7849.6597
3642,2159.3948
3643,2396.7888
3647,1406.0558
3653,1830.7574
3654,3899.7554
3656,1570.4943
3658,919.8891
3659,3731.5923
3663,5944.3926
3664,2920.8557
3666,893.51117
3681,1386.7098
3689,2728.6895
3694,2928.156
3695,1543.706
3699,1451.7981
3701,2063.9534
3704,3807.442
3721,1409.6426
3726,3358.8574
3727,2486.6797
3729,2411.383
3731,3841.786
3738,1521.1514
3740,2476.4265
3744,1861.1897
3757,1168.7981
3758,1048.6835
3778,1650.3937
3781,3634.0325
3790,5944.234
3796,1283.9613
3798,7053.8115
3804,1146.3335
3813,1127.4441
3814,1183.7772
3815,2487.262
3818,2049.224
3823,2742.2053
3826,7047.3228
3831,1420.2684
3834,3395.3245
3835,2584.9636
3849,2360.6091
3850,2732.4146
3855,2299.1174
3864,2697.7302
3867,1810.9095
3871,1258.8877
3879,1805.5327
3880,2494.7058
3882,3902.0657
3884,8900.379
3893,1772.8156
3895,1812.73
3901,2614.165
3903,1082.3556
3913,1564.2611
3921,1822.7072
3929,2363.1555
3947,976.5831
3962,2000.6201
3963,962.4435
3966,1726.5448
3975,1650.5039
3976,6303.753
3977,2691.9502
3978,1203.9359
3979,1001.72296
3983,1865.2509
3985,895.2038
3989,7911.339
3992,1983.1742
3995,2144.5557
4008,2197.5134
4013,1784.268
4029,2056.3403
4035,3008.5298
4040,2158.955
4048,913.54333
4060,1928.9408
4066,1124.1073
4075,908.6871
4079,2480.6492
4083,1165.7985
4091,1914.1935
4092,5955.1113
4093,2893.9922
4098,3058.079
4108,1331.336
4109,925.9759
4110,3188.3743
4116,2210.6633
4129,1641.1155
4130,4110.2593
4140,1988.035
4146,1832.6641
4150,3982.8958
4151,7479.9614
4153,1428.8975
4169,6622.576
4170,2065.8953
4179,1684.6293
4183,4030.3215
4188,3099.9778
4190,1435.3542
4193,1701.3243
4201,8314.291
4205,1539.8684
4210,2403.2915
4226,2039.6237
4229,1969.7997
4241,2940.9932
4242,1324.9644
4257,3960.1252
4258,814.6358
4260,2483.8108
4263,5067.5947
4267,907.25183
4273,2192.9495
4274,1827.4431
4277,1199.8496
4281,1379.7317
4283,4874.2666
4293,2594.2693
4294,1426.2366
4305,3644.486
4307,2793.6875
4318,1684.1458
4325,2386.7424
4327,4965.9966
4332,2596.56
4335,4044.4446
4336,3866.4158
4337,804.03467
4339,4816.3726
4343,1352.6588
4346,947.369
4348,1642.8857
4350,3605.4668
4358,2196.7444
4359,2377.129
4363,1827.2288
4366,4616.3994
4374,972.74567
4375,2203.6467
4377,1083.4529
4393,3271.6104
4395,2426.9375
4400,1062.1708
4402,7150.4624
4404,7801.9697
4415,2356.2368
4418,2118.5664
4422,1444.5763
4430,1336.7443
4432,1671.5696
4433,1255.5066
4435,5264.115
4438,1836.6726
4444,1664.5057
4447,2032.0895
4451,5040.9683
4452,1849.7728
4457,1453.8215
4459,3620.745
4469,1372.6027
4471,8659.902
4486,1168.525
4488,2410.777
4510,1243.8202
4515,1063.134
4527,4529.537
4530,1099.8654
4534,918.971
4535,3665.5012
4536,1415.8173
4548,3039.4043
4549,1678.524
4551,6257.883
4556,2589.137
4559,814.4408
4564,1437.2062
4570,3722.0564
4575,7498.603
4584,3118.3914
4585,2784.6013
4591,1856.1433
4592,2511.296
4593,1813.9586
4594,1276.7224
4598,1318.3704
4607,2377.7332
4608,1069.2251
4620,2039.4
4621,3418.7544
4625,3023.1462
4635,3110.7666
4638,4950.435
4652,2482.7556
4657,2346.179
4658,1656.6224
4666,6016.6436
4672,1333.8663
4676,2840.079
4680,1166.8657
4681,5912.99
4683,2791.782
4684,1293.9192
4689,2730.6497
4690,2828.4429
4692,1969.748
4697,1882.6387
4700,1626.8092
4705,14764.506
4721,1889.6349
4726,1705.7937
4729,1055.3855
4731,4779.119
4736,2251.3428
4739,1779.3079
4740,1659.0865
4753,1120.6339
4754,2450.7227
4755,4103.8276
4756,1150.4932
4759,1726.6823
4764,1299.4133
4771,2703.8848
4772,1999.7885
4776,890.2438
4780,2485.8499
4784,1580.9539
4786,1300.4988
4787,3029.7788
4789,1104.2417
4794,1877.833
4800,2009.4447
4807,2564.1538
4813,8485.79
4818,1956.0621
4823,11219.525
4824,1872.1897
4829,2358.8809
4830,1023.82574
4835,2383.2407
4844,1642.5842
4845,1916.4648
4846,2443.8538
4847,917.4097
4854,2345.3782
4857,3221.6875
4861,968.65717
4863,1381.961
4866,2886.107
4869,3952.4282
4871,1354.4822
4872,2147.6257
4875,2303.8066
4877,7629.8184
4878,1013.864
4885,1677.8151
4886,1475.2908
4888,3582.465
4890,1281.6613
4896,1152.3962
4899,2156.1084
4913,721.7514
4916,1924.4657
4920,3682.4736
4925,2624.0874
4934,2109.6863
4941,2545.5125
4946,1493.6472
4954,2756.5542
4956,1280.5728
4958,4400.657
4965,1300.2886
4966,1216.989
4970,2677.2239
4977,2156.2554
4980,2240.3213
4984,1842.4418
4995,1097.6989
4997,2414.286
4999,1950.2264
5005,3222.4097
5011,1773.1106
5015,2440.0718
5016,2508.5012
5019,2247.7322
5024,2093.474
5030,1973.105
5031,1768.5593
5034,2057.2651
5047,9874.425
5048,2142.8997
5052,1383.748
5061,1964.6237
5062,10574.221
5067,3151.6074
5068,3854.8586
5077,1145.768
5079,1865.6787
5090,3088.9524
5094,2050.834
5103,2057.8203
5104,986.72565
5106,2082.3604
5107,2156.5803
5110,1183.1863
5114,1726.2706
5116,4450.264
5121,5839.2607
5122,2431.9048
5124,1088.482
5132,3708.6523
5133,1821.5897
5138,2054.4937
5143,2334.3835
5153,1608.4482
5154,1838.3417
5155,1022.81714
5160,1691.3517
5169,4105.065
5172,3320.0232
5173,2810.5056
5179,979.5474
5182,3017.3682
5187,1054.577
5192,3135.5981
5211,1446.8802
5213,3243.7522
5219,999.3847
5225,2534.3518
5226,1174.2015
5227,4827.179
5228,1613.2543
5239,3224.2048
5241,1438.3085
5244,2056.3716
5248,3824.2034
5260,1301.9923
5266,1114.4227
5273,1861.3992
5280,7896.6924
5298,3572.0564
5300,1140.3077
5306,3294.1614
5307,1313.5104
5311,4918.5854
5316,1218.5498
5323,880.66626
5332,1612.087
5336,1533.1682
5338,1188.0319
5342,2303.475
5347,1268.0995
5355,3857.8633
5357,1842.8494
5362,1350.2673
5363,1162.6276
5364,996.6768
5366,1952.0686
5374,5277.682
5375,858.93555
5379,2924.503
5380,1829.7294
5383,924.4882
5385,1411.2548
5390,1897.3998
5393,3837.553
5398,1887.9426
5411,2598.6956
5414,853.4742
5429,1463.6605
5432,9316.031
5436,1232.6427
5437,4115.4365
5439,1140.7999
5440,3050.3865
5449,1539.8333
5458,1266.7307
5460,1005.3171
5462,1367.7333
5463,2189.2698
5465,2309.839
5467,3077.3794
5475,2858.7
5483,1876.9406
5485,1326.6921
5489,1717.1086
5493,2729.3975
5497,876.35156
5501,1463.1951
5506,1305.2726
5507,1466.701
5510,2709.5146
5524,4424.4966
5531,1264.7915
5542,3452.6665
5543,1753.7339
5544,3678.009
5552,1592.4899
5560,2280.5305
5563,3785.689
5573,2357.8564
5579,1074.7421
5584,2530.7642
5585,8857.179
5594,1504.983
5595,1830.3279
5597,1845.2922
5598,1403.9622
5604,1475.5905
5606,1456.4799
5610,991.3502
5615,4459.075
5631,1338.7448
5637,1299.1631
5646,1519.655
5656,2933.935
5658,10609.342
5666,1496.5973
5668,2324.4934
5673,1314.4797
5680,1292.7974
5691,2215.636
5692,7898.7866
5693,2131.4524
5697,2800.4924
5698,1667.799
5700,1839.3536
5704,1784.1055
5705,1817.8872
5707,1190.6213
5710,962.60504
5716,1004.4201
5720,1393.9321
5722,2383.1897
5727,1820.2726
5733,1334.9589
5737,2349.708
5742,3982.3184
5747,1003.53973
5760,2373.955
5774,1678.8162
5788,5321.44
5796,1879.8345
5797,1427.4429
5800,2499.7441
5812,1489.8942
5814,1240.5825
5818,1209.3086
5819,3238.2441
5823,3782.0334
5826,2572.1357
5830,1466.5493
5831,1527.7634
5846,2481.1306
5864,1919.0363
5869,753.6431
5870,3690.046
5879,1526.6208
5883,8411.615
5886,1396.9517
5889,4374.4053
5904,2193.8018
5905,1039.0836
5910,2554.5264
5911,1798.5897
5914,1653.9491
5915,1583.0352
5920,1213.1771
5925,1966.5413
5926,1471.9622
5934,2501.3228
5939,2860.6035
5941,991.5814
5943,992.7306
5949,3436.0913
5961,1810.1714
5965,3897.0713
5966,2474.9448
5969,791.02856
5970,2165.022
5978,2846.2083
5979,2719.1118
5983,1545.0729
5985,5657.528
5989,1190.6656
5997,1417.5337
6004,2097.1619
6010,3845.8806
6013,1528.6407
6019,1618.6898
6020,1351.4197
6032,1183.4222
6036,4357.725
6037,5031.8276
6039,1707.642
6050,1897.0967
6051,1530.7708
6053,4049.5159
6057,1738.2295
6059,1257.184
6067,4048.6973
6068,1272.2854
6075,1386.6808
6078,937.0367
6079,4192.982
6080,3529.7607
6082,4233.2573
6084,1321.1997
6091,2730.569
6092,1426.8931
6093,5111.823
6096,1486.2314
6102,1570.7743
6105,1717.7761
6116,1580.1724
6122,910.74365
6126,1076.334
6131,3675.5757
6140,4562.19
6141,1196.9644
6146,1022.9698
6147,2375.2515
6157,2750.3467
6162,2068.2104
6163,2280.6296
6165,1963.0803
6170,5662.883
6208,1770.1158
6216,3689.1382
6218,1424.7391
6223,2353.993
6224,2080.1155
6227,2029.3986
6240,9911.04
6241,1550.7015
6246,1346.4392
6248,4063.5396
6249,1150.1964
6255,1648.1012
6261,2718.8071
6262,7477.85
6269,1419.0736
6271,2257.494
6278,2710.6829
6284,1560.4937
6285,1394.2971
6287,1170.2145
6288,1998.5216
6291,2171.4941
6296,1025.418
6297,2731.7983
6304,1669.3074
6309,2736.8665
6310,1085.99
6311,2396.55
6316,1243.6084
6319,1495.274
6332,9796.376
6335,6341.2627
6336,1311.9788
6341,1158.5323
6359,1321.9648
6369,1650.8297
6375,891.38007
6378,3231.8147
6380,2791.0486
6385,7848.6343
6387,7657.139
6391,2723.9302
6392,864.2345
6393,2107.2
6400,886.8069
6411,2363.4329
6415,2313.4568
6416,2199.0815
6419,2625.4055
6421,1367.387
6432,2229.4822
6438,1542.8378
6444,1029.5895
6445,1494.8691
6446,1368.0985
6448,7102.995
6452,1150.1788
6459,1913.999
6470,3620.835
6475,922.77545
6484,2435.096
6492,2473.2285
6502,1571.8712
6505,1152.7804
6506,1889.134
6513,1897.5626
6514,2913.3972
6524,5041.651
6525,821.8919
6528,1712.4006
6529,8417.008
6531,1897.7662
6538,1680.1488
6541,3241.7944
6546,2586.823
6553,923.1077
6563,796.13293
6567,1790.6775
6586,5733.5215
6588,2527.3982
6589,4440.3184
6591,3172.0967
6596,1182.8602
6607,1499.3473
6613,9118.443
6615,1983.5723
6625,1227.2494
6629,3288.3296
6630,2616.2527
6632,1428.5413
6640,946.4263
6645,3070.6895
6648,2174.5613
6656,1631.404
6658,2526.221
6661,1538.1769
6663,1644.4133
6665,3206.842
6673,1635.9674
6676,1599.5782
6681,1218.7695
6683,1702.0416
6684,890.43823
6695,1178.3015
6697,1673.8428
6700,2679.4385
6702,1202.7527
6703,1342.8147
6704,3305.3613
6712,4661.4355
6716,3783.3826
6723,1150.8728
6733,4130.4766
6734,1817.0847
6739,2946.462
6743,722.7915
6746,1619.227
6756,1414.3523
6758,1564.8019
6765,1238.1436
6772,2441.578
6776,3485.698
6777,1725.9365
6784,2758.557
6785,1199.4938
6788,1595.8848
6790,1886.984
6792,1151.1478
6797,1314.1312
6802,2357.3516
6806,899.2558
6808,1045.9158
6809,3267.7283
6810,1711.8422
6814,1258.842
6815,2313.4756
6819,1012.2124
6824,2512.8254
6830,1894.383
6835,4012.1133
6838,1538.6508
6845,5547.4346
6846,1101.8854
6847,3051.015
6848,6189.921
6849,2971.692
6864,9112.202
6869,1514.6019
6870,1527.8589
6876,1519.8833
6878,2010.6016
6890,6960.949
6892,4034.2207
6899,1245.5562
6906,1359.3115
6908,1341.2987
6912,2530.238
6913,1024.2617
6925,1189.5
6932,1908.3325
6935,1386.3225
6939,1358.6829
6946,2071.583
6950,1081.2183
6963,1207.737
6972,4750.383
6974,914.05927
6978,2712.3728
6979,717.8777
6985,2627.0747
6989,4005.7742
7005,943.0548
7007,1704.9855
7009,4546.1377
7015,846.3044
7036,3123.9546
7047,2977.6409
7049,1118.5487
7054,3089.8953
7056,6300.399
7058,1051.119
7061,1179.1177
7064,1221.4761
7066,1665.5269
7069,882.2542
7085,1389.7993
7086,6604.0713
7096,1275.8022
7103,10046.735
7122,1944.971
7125,3885.567
7126,969.629
7130,1306.2413
7134,6077.606
7135,1028.838
7140,3463.5232
7145,1252.4147
7148,2192.1162
7151,5532.172
7156,3689.775
7157,1546.1887
7161,1974.4142
7163,2208.9448
7168,1122.6396
7170,6353.3086
7174,834.483
7175,7866.8364
7199,1043.5844
7200,4656.459
7203,2166.1033
7209,1585.6061
7210,10046.438
7215,1329.2357
7240,3482.694
7241,1458.4738
7248,2351.5967
7253,4004.1433
7260,2465.0762
7262,1694.3441
7264,3407.1055
7265,2861.4822
7267,5497.801
7268,5699.269
7269,2297.0684
7270,1837.9219
7271,861.2515
7274,5013.9653
7289,862.24677
7292,3033.3232
7293,2483.6082
7294,710.5624
7296,4892.341
7298,1229.7977
7299,1644.6337
7304,4915.2236
7305,1448.3829
7308,2311.819
7309,1892.9744
7310,1373.0491
7311,2392.4111
7312,2063.8777
7317,1385.7871
7319,7285.369
7320,3072.2039
7329,4964.5713
7330,4080.4438
7331,3743.526
7336,1094.8969
7353,2906.5425
7358,3273.4797
7363,3739.797
7365,3644.3713
7366,1229.0807
7374,3763.1196
7377,1583.902
7378,3312.2212
7382,2041.0597
7388,2364.5972
7398,2340.9758
7400,1912.926
7411,1629.6376
7426,2512.9238
7434,6024.699
7436,828.84106
7442,1147.366
7443,1463.1832
7464,1916.8359
7470,2588.8357
7476,962.7666
7478,1147.0815
7479,1448.459
7480,1981.367
7487,1845.3925
7495,2793.4531
7498,1607.089
7507,5223.827
7525,6159.418
7527,1251.3342
7528,1265.0032
7533,1080.1758
7535,3701.5254
7536,716.77356
7537,2931.2532
7544,1418.3315
7552,2109.6318
7553,2197.5574
7554,2044.2272
7555,1600.8892
7556,5928.049
7560,2202.213
7564,3381.1006
7570,1262.3253
7571,1162.6486
7573,1174.2637
7574,1437.747
7575,1211.7843
7592,1382.0665
7595,3770.2898
7596,1736.0609
7601,2705.025
7608,1564.8392
7610,1181.8522
7613,2144.0168
7623,2271.1047
7630,1196.8389
7638,1089.0677
7643,734.34717
7647,2988.3586
7671,981.42645
7672,1791.8442
7676,1685.7631
7682,967.54785
7689,3172.9893
7691,1648.9628
7695,3170.6873
7705,2326.821
7707,4482.7305
7709,1914.3843
7710,9655.219
7714,2689.579
